"","X","text","score","polarity"
"1249",1249,"open smartnewskanye west says donald trump screamed dinner maralago telling will lose runs president webtap totallyunfitdont deserve publicoffice",0,"Netral"
"1251",1251,"ego insolence names rapper known asked donald trump running gop nomination running mate white house bid ",-1,"Negatif"
"1252",1252," rains pours america needed antisemitic maga fan acknowledged mental health issues kanye west announces plan run president waiting ne witch finder ufo abductee mu continent believer running potus",-1,"Negatif"
"1254",1254,"kanye west says asked donald trump running mate visit maralago wonder worked ",1,"Positif"
"1255",1255," take meds angry caucasian man friend take meds bruh kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1256",1256,"kanye west released first video presidential run claims donald trump super unkind say thenwife kim kardashian exactly allegedly mystery ",0,"Netral"
"1257",1257," achieve goal will mrs clinton donald trump serving second nonconsecutive term",0,"Netral"
"1258",1258," film chronicles president donald struggle worldwide push globalism desire preserve sovereignty watch ",-1,"Negatif"
"1259",1259,"kanye west says donald trump screamed dinner maralago telling will lose runs president couple loony toons deserve ",-1,"Negatif"
"1261",1261,"kanye west says donald trump screamed dinner maralago telling will lose runs president can committed aligned trump loose ",0,"Netral"
"1263",1263,"kanye west says donald trump screamed dinner maralago telling will lose runs president yahoo voices ",-1,"Negatif"
"1266",1266,"trump asked kanye vp trump campaign now complicated kanye known ask donald vp ",0,"Netral"
"1270",1270,"credit video screenshot twitterye kanye west intends run president adds asked donald trump running mate ",0,"Netral"
"1272",1272," swipes donald trump first presidential campaign video ha ha ha ",0,"Netral"
"1273",1273,"kanye west says donald trump screamed dinner maralago telling will lose runs president mcdonalds now serve turkey quarter pounders ",-1,"Negatif"
"1275",1275,"kanye west running president asked donald trump running mate ",0,"Netral"
"1279",1279,"kanye west says asked donald trump running mate disturbed men like call sick men",-1,"Negatif"
"1280",1280," running president disastrous campaign ",-1,"Negatif"
"1281",1281," typical republican candidates kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1282",1282,"trump truth upset people svg trump america flag svg donald trump svg dxf epspng ",0,"Netral"
"1286",1286,"mark words watchful eye donald trump republicans took presidency simply revert back pretrump tactics making scary biden desantis trump can global mess well",-3,"Negatif"
"1287",1287," wonder ketchup bottles lostor tossed kanye west says donald trump screamed dinner maralago telling will lose runs president ",0,"Netral"
"1288",1288,"excuse ap armed lake supporters planning phoenix today demand revote guess meet definition chaos midterms free feared chaos voting experts look ",0,"Netral"
"1289",1289," whole world know joe biden donald trump will candidates crazy can usa hold beer ",-1,"Negatif"
"1290",1290," people just want office doesnt screw american people like current president dose southern border",1,"Positif"
"1293",1293," republican ticket destined flames donald trump drags kari lake latest conspiracy spiel ",0,"Netral"
"1296",1296,"washington examiner suffers wave legal setbacks week announcing bid president donald trump suffered stunning string court setbacks week clear indication legal woes wont ",-2,"Negatif"
"1297",1297," day thankful greatest president donald trump will debunk false accusation dems thrown trump ",0,"Netral"
"1299",1299," man autistic ",0,"Netral"
"1300",1300,"imagine telling presidential nominees donald trump kanye west",0,"Netral"
"1301",1301,"geopolitics sweeps donald trump first video presidential marketing campaigntou ",0,"Netral"
"1303",1303,"fox news swipes donald trump first presidential campaignvideo ",0,"Netral"
"1307",1307,"donald trump will lose says chief staff republican democrat desantis viable candidate scott",0,"Netral"
"1310",1310,"bbc kanye west announces presidential bidhe claimed asked donald trump running mate makes sense lunatics ticket ",0,"Netral"
"1311",1311,"exdemocrat tulsi gabbard goes full maga reaction tulsi gabbard goes maga ",0,"Netral"
"1315",1315,"apparently babylon bee ",0,"Netral"
"1316",1316,"carrolls lawsuit wont matter republican voters civil court finds trump raped jean carroll gop will literally rapist top ticket effectively doom entire party ",0,"Netral"
"1318",1318,"kanye west says donald trump screamed dinner maralago telling will lose runs president unhinged ",-1,"Negatif"
"1319",1319," november days donald trump says rigged ",0,"Netral"
"1320",1320,"kanye west says donald trump screamed dinner maralago telling will lose runs president will trump third time",-1,"Negatif"
"1321",1321," interesting votes donald trump survey interesting left worried bots now time post survey theyre complaining bots lol",-1,"Negatif"
"1323",1323," totally agree god blessed democrats donald trump help win help god trump democrats will win ",2,"Positif"
"1324",1324," im leaving lose election wait election stolen im running donald trump",-2,"Negatif"
"1325",1325,"blackstone ceo steve schwarzman says wont support donald trump presidential primary ",1,"Positif"
"1326",1326," releases presidential campaign video discussing recent meeting donald trump see full story ",0,"Netral"
"1331",1331," kanye west reveals donald trump told asked exus president running ",0,"Netral"
"1333",1333,"kanye west reveals trumps reaction vp offer expresident yelled predicted white house bid fail rapper claims musician fashion designer kanye west donald trump astonished ",1,"Positif"
"1334",1334," news today kanye west american rapper record producer born kanye west president takes shot donald trump campaign ad says asked expotus vp kanye west announces presidential bid ",0,"Netral"
"1335",1335,"cryptodiva donald trump winning presidency",1,"Positif"
"1337",1337,"republicans assure still shame want continue giving lies corruption malfeasance new political norm reelecting donald trump republican party morally intellectually corrupt institution american history",-1,"Negatif"
"1338",1338,"kanye west reveals trumps reaction vp offer expresident yelled predicted white house bid fail rapper claims musician fashion designer kanye west donald tru ",0,"Netral"
"1339",1339," election repudiation donald trump corporate media failed grasp compound impact ongoing mass death event violent rightwing insurrection unbridled corporate greed ",-5,"Negatif"
"1340",1340,"kanye west says donald trump screamed dinner maralago telling will lose runs president losing trump knows ",-2,"Negatif"
"1341",1341,"rapper kanye west intends run president claimed asked donald trump running mate obviously still meds ",0,"Netral"
"1344",1344,"news rejected donald trump ",0,"Netral"
"1345",1345,"trump faces unprecedented effort disqualify ballot role jan attack capitol raising specter legal chaos election long voters polls ",-2,"Negatif"
"1346",1346,"prediction god almighty will reinstate donald trump ",0,"Netral"
"1347",1347,"kanye west says donald screamed dinner maralago telling will lose runs president",-1,"Negatif"
"1348",1348," egos collide kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1349",1349,"kanye west says donald trump screamed dinner maralago telling will lose runs president goodness",-1,"Negatif"
"1350",1350," rap music artist known kanye west released first campaign video thursday unlikely presidential bid taking swipe president donald trump ",-2,"Negatif"
"1351",1351," youre going president donald trump going vp thats yelled kanye west reveals trump screamed bombshell campaign video ",0,"Netral"
"1353",1353,"kanye west running president presidentpossibly president donald trumps running matestay tuned ",0,"Netral"
"1358",1358," political report november week donald trump announced presidential bid newquinnipiac pollfinds americans think itscontinue reading ",0,"Netral"
"1361",1361,"kanye west announced intention run president united states america ",0,"Netral"
"1365",1365,"mt donald trump will harder run time bbc news ",0,"Netral"
"1368",1368," swipes donald trump first presidential campaign video newsworldpress ",0,"Netral"
"1371",1371,"donald trump holds tremendous lead heading ",0,"Netral"
"1377",1377," declaring candidature kanye west claimed asked president donald trump running mate ",0,"Netral"
"1379",1379,"kanye west says donald trump screamed dinner maralago telling will lose runs president funniest lunatics dinner discussing will presidency republicans wake ",-1,"Negatif"
"1380",1380," fool needs seriously put protocol definitely right head mental health issues need taken seriously addressed smh ",0,"Netral"
"1381",1381,"kanye west talks donald trump campaign video presidential run ",0,"Netral"
"1386",1386,"kanye west swipes donald trump first presidential campaign video rap music artist known kanye west released first campaign video ",0,"Netral"
"1387",1387," donald trump announces run president united states wins midterm elections just beginning battle ",1,"Positif"
"1388",1388,"donald trump jr stuck bad weather hunting tripand ivanka trump wants political arena ",-2,"Negatif"
"1390",1390," kanye west swipes donald trump first presidential campaign video kanye west swipes donald trump firs ",0,"Netral"
"1393",1393," swipes donald trump first presidential campaignvideo ",0,"Netral"
"1394",1394," west swipes donald trump first presidential campaign video ",0,"Netral"
"1397",1397," free feared chaos voting experts look ",0,"Netral"
"1402",1402,"kanye west reveals trump screamed bombshell campaign video kanye clearly didnt understand donald trump tolerated president ",1,"Positif"
"1403",1403," takes swipe first campaign video ",-1,"Negatif"
"1404",1404," case missed kanye west asks donald trump running mate presidential bid took walker hed point important winning team",2,"Positif"
"1405",1405," promo claims screamed rapper going lose wh bid ",0,"Netral"
"1406",1406,"kanye west swipes donald trump first presidential campaignvideo ",0,"Netral"
"1408",1408," donald trump",0,"Netral"
"1410",1410,"business insider kanye west says donald trump screamed dinner maralago telling will lose runs president ",-1,"Negatif"
"1413",1413," trump told lose kanye west reveals american rapper kanye west revealed united states president donald trump told lose contested presidential polls ",-1,"Negatif"
"1414",1414," hey crush hope great thanksgiving im sure well fight deep state like trump president still donald love see senator wyoming",3,"Positif"
"1416",1416,"donald trump started basically screaming telling going lose kanye west claimed videos promoting candidacy ",0,"Netral"
"1417",1417,"new york post swipes donald trump first presidential campaign video video posted twitterye sharedthat previously offered trump position vice presidential candidate comment ",-1,"Negatif"
"1421",1421,"kanye west outdoes donald trump first video presidential marketingcampaign ",0,"Netral"
"1422",1422," kanye west announces presidential run going donald trump like groundhog day ",0,"Netral"
"1425",1425,"watch kanye west says donald trump yelled bombshell campaignvideo ",0,"Netral"
"1428",1428,"american media going hard making sure discredit donald trumps election bid ",-2,"Negatif"
"1430",1430,"insider says donald trump screamed dinner maralago telling will lose runs president rapper asked trump running gop nomination ",-1,"Negatif"
"1431",1431," full story ",0,"Netral"
"1432",1432,"absolute nightmare ",-1,"Negatif"
"1434",1434," mission bestowed america reelect donald trump inert wing republican party support defend votersbill bar spoke concern trump back office hell burn house dam straight bs ",0,"Netral"
"1435",1435,"kanye west says donald trump yelled bombshell campaign video newsmixed ",0,"Netral"
"1437",1437," will vote kanye west joe biden donald trump ",0,"Netral"
"1438",1438,"donald trump will endorse ron desantis florida gov wins gops nomination hopes afforded protection prosecution liberal commentator claims ",2,"Positif"
"1440",1440,"will gop defeat donald trumps endorsementcall ",2,"Positif"
"1443",1443," believe kept president trump waiting wrote tuesday tweet included poll users thought trumps response ",0,"Netral"
"1446",1446," justice department asked vicepresident mike pence testify investigation donald trumps attempt overturn election pair pursue rival bids white house ",-2,"Negatif"
"1449",1449,"kanye west released campaign video sets sights president ",0,"Netral"
"1455",1455,"kanye west drops presidency campaign video taking aim donald trump ",0,"Netral"
"1456",1456,"author marcus wratten kanye west first met donald trump back getty kanye west askeddonald trumpto running mate election disgraced rapper week announced intention run presidency ",-1,"Negatif"
"1457",1457,"kanye west talks donald trump presidential run campaignvideo ",0,"Netral"
"1459",1459," swipes donald trump first presidential campaign video think hearing candace owens right now new yes idiocy ",1,"Positif"
"1463",1463,"kanye west releases campaign video presidential run asking donald trump runningmate ",0,"Netral"
"1464",1464,"donald trump announces presidential candidacy 来た",0,"Netral"
"1465",1465,"kanye west talks donald trump campaign video presidentialrun ",0,"Netral"
"1467",1467," swipes donald trump first presidential campaign video know mean",0,"Netral"
"1470",1470,"kanye west released series videos promoting aspirations run president hes asked donald trump running mate ",1,"Positif"
"1476",1476,"kushners years saudi murderexcusing led billion check thats top million duo reportedly made income working advisers trump thanks part decision flout conflict interest laws ",0,"Netral"
"1477",1477,"president donald miss funny sxl buy ebay",0,"Netral"
"1479",1479," swipes donald trump first presidential campaign video gt ",0,"Netral"
"1480",1480,"reelecting raphael warnock key defeating donald trump gop ",1,"Positif"
"1481",1481," swipes donald trump first presidential campaign video kanye west released first campaign video thursday unlikely presidential bid taking swipe president donald trump ",-2,"Negatif"
"1483",1483,"president donald miss funny tshirt sxl buy ebay",0,"Netral"
